type,poxX,poxY,poxZ,quatX,quatY,quatZ,quatW,stampSecs,stampNSecs,recSecs,recNSecs
Mocap,0.0127181,-0.167937,0.932418,0.000127949,-0.00719919,0.550883,0.834551,1541955620,120696143,1541955620,139126978
Mocap,0.0127231,-0.167922,0.932419,0.00013989,-0.00728354,0.550772,0.834624,1541955620,130127450,1541955620,149064978
Mocap,0.0127153,-0.167927,0.932411,0.0001671,-0.00728679,0.55088,0.834553,1541955620,140393797,1541955620,159292978
Mocap,0.0127154,-0.167924,0.932419,0.000182519,-0.00726943,0.55078,0.834619,1541955620,150632969,1541955620,169077978
Mocap,0.0127143,-0.167924,0.932425,0.000181793,-0.00722285,0.550839,0.83458,1541955620,160440363,1541955620,179100978
Mocap,0.0127227,-0.167917,0.932431,0.000188239,-0.00728007,0.550809,0.8346,1541955620,170270954,1541955620,189060978
Mocap,0.0127066,-0.167915,0.932424,0.000197362,-0.00732394,0.550813,0.834597,1541955620,180535986,1541955620,199115978
Mocap,0.0127124,-0.167945,0.932418,0.000155095,-0.00728484,0.550886,0.834549,1541955620,190487849,1541955620,209063978
Mocap,0.0127142,-0.167917,0.932413,0.000221892,-0.00729098,0.550775,0.834622,1541955620,201025952,1541955620,219113978
Mocap,0.0127144,-0.16792,0.932414,0.000188133,-0.00725668,0.550762,0.834631,1541955620,210604137,1541955620,229064978
Mocap,0.0127266,-0.167938,0.932421,9.29324e-05,-0.00719331,0.550955,0.834504,1541955620,220468390,1541955620,239295978
Mocap,0.0127136,-0.167916,0.932419,0.000155688,-0.00732249,0.550724,0.834655,1541955620,230598055,1541955620,249056978
Mocap,0.0127302,-0.167933,0.932427,0.000140007,-0.00723355,0.550858,0.834568,1541955620,240361641,1541955620,259125978
Mocap,0.0127315,-0.167931,0.93244,8.72843e-05,-0.00717507,0.550911,0.834533,1541955620,249871134,1541955620,269063978
Mocap,0.0127159,-0.167925,0.932424,0.000182721,-0.007268,0.55081,0.834599,1541955620,261157841,1541955620,279115978
Mocap,0.0127141,-0.167917,0.932429,0.000173832,-0.00720591,0.550835,0.834583,1541955620,270543774,1541955620,289061978
Mocap,0.0127188,-0.167954,0.932407,0.000113104,-0.00724082,0.550887,0.834548,1541955620,280479103,1541955620,299113978
Mocap,0.0127258,-0.167948,0.932414,0.000112343,-0.00718155,0.550916,0.83453,1541955620,290904275,1541955620,309071978
Mocap,0.0127214,-0.167915,0.932427,0.0001852,-0.0072337,0.550773,0.834624,1541955620,300702288,1541955620,319118978
Mocap,0.0127128,-0.167921,0.932434,0.000159721,-0.00719817,0.550808,0.834601,1541955620,310927254,1541955620,329065978
Mocap,0.0127138,-0.167917,0.932423,0.000178143,-0.00726464,0.550773,0.834624,1541955620,320553129,1541955620,339116978
Mocap,0.0127046,-0.167921,0.93243,0.00022346,-0.00724975,0.550816,0.834595,1541955620,330638950,1541955620,349062978
Mocap,0.0127069,-0.167929,0.93242,0.00017486,-0.00726083,0.550797,0.834607,1541955620,340859359,1541955620,359304978
Mocap,0.0127286,-0.167941,0.932418,8.41633e-05,-0.00719718,0.550901,0.83454,1541955620,350847118,1541955620,369095978
Mocap,0.0127159,-0.167931,0.932422,0.000148108,-0.00724992,0.550844,0.834576,1541955620,361408262,1541955620,379330978
Mocap,0.0127174,-0.167922,0.932414,0.000208464,-0.00721546,0.550816,0.834595,1541955620,371324257,1541955620,389114978
Mocap,0.0127153,-0.167946,0.932422,8.14743e-05,-0.00719992,0.550817,0.834595,1541955620,380834615,1541955620,399336978
Mocap,0.0127111,-0.167932,0.932425,0.000145438,-0.00726478,0.550782,0.834617,1541955620,390597683,1541955620,409149978
Mocap,0.0127126,-0.167939,0.932403,0.000266094,-0.00764306,0.551148,0.834372,1541955620,400575525,1541955620,419366978
Mocap,0.0127154,-0.167925,0.932418,0.00012788,-0.00721761,0.550865,0.834563,1541955620,410274638,1541955620,429150978
Mocap,0.0127131,-0.167931,0.932427,0.00015432,-0.00725697,0.550857,0.834568,1541955620,421404764,1541955620,439238978
Mocap,0.0127139,-0.167924,0.932421,0.000161273,-0.00725545,0.550812,0.834598,1541955620,430647687,1541955620,449306978
